ip.src,ip.dst,ip.len,ip.flags.df,ip.flags.mf,ip.fragment,ip.fragment.count,ip.fragments,ip.ttl,ip.proto,tcp.window_size,tcp.ack,tcp.seq,tcp.len,tcp.stream,tcp.urgent_pointer,tcp.flags,tcp.analysis.ack_rtt,tcp.segments,tcp.reassembled.length,ssl.handshake,ssl.record,ssl.record.content_type,ssl.handshake.cert_url.url_len,ssl.handshake.certificate_length,ssl.handshake.cert_type,ssl.handshake.cert_type.type,ssl.handshake.cert_type.types,ssl.handshake.cert_type.types_len,ssl.handshake.cert_types,ssl.handshake.cert_types_count,dtls.handshake.extension.len,dtls.handshake.extension.type,dtls.handshake.session_id,dtls.handshake.session_id_length,dtls.handshake.session_ticket_length,dtls.handshake.sig_hash_alg_len,dtls.handshake.sig_len,dtls.handshake.version,dtls.heartbeat_message.padding,dtls.heartbeat_message.payload_length,dtls.heartbeat_message.payload_length.invalid,dtls.record.content_type,dtls.record.content_type,dtls.record.length,dtls.record.sequence_number,dtls.record.version,dtls.change_cipher_spec,dtls.fragment.count,dtls.handshake.cert_type.types_len,dtls.handshake.certificate_length,dtls.handshake.certificates_length,dtls.handshake.cipher_suites_length,dtls.handshake.comp_methods_length,dtls.handshake.exponent_len,dtls.handshake.extension.len,dtls.handshake.extensions_alpn_str,dtls.handshake.extensions_alpn_str_len,dtls.handshake.extensions_key_share_client_length,http.request,udp.port
"10.0.1.7","47.246.1.13","40","1","0",,,,"64","6","261696","6840","1887","0","24","0","0x00000010","0.000039000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","47.246.1.13","150","1","0",,,,"64","6","262144","6840","1887","110","24","0","0x00000018",,,,,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47.246.1.13","10.0.1.7","1082","1","0",,,,"53","6","36352","1997","6840","1042","24","0","0x00000010","0.008493000",,,,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47.246.1.13","10.0.1.7","1469","1","0",,,,"54","6","36352","1997","7882","1429","24","0","0x00000018",,,,,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","47.246.1.13","40","1","0",,,,"64","6","259648","9311","1997","0","24","0","0x00000010","0.000046000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47.246.1.13","10.0.1.7","1279","1","0",,,,"53","6","36352","1997","9311","1239","24","0","0x00000018",,,,,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","47.246.1.13","40","1","0",,,,"64","6","260864","10550","1997","0","24","0","0x00000010","0.000037000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","159.65.251.183","64","1","0",,,,"64","6","65535","0","0","0","29","0","0x00000002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","413","0","0",,,,"52","6","18944","1748","166738","373","25","0","0x00000018","0.046263000",,,,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","261760","167111","2100","0","25","0","0x00000010","0.000070000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","40","0","0",,,,"52","6","20480","2100","167111","0","25","0","0x00000010","0.050633000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","414","0","0",,,,"52","6","20480","2100","167111","374","25","0","0x00000018",,,,,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","261760","167485","2100","0","25","0","0x00000010","0.000028000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","413","0","0",,,,"52","6","20480","2100","167485","373","25","0","0x00000010",,,,,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","413","0","0",,,,"53","6","20480","2100","167858","373","25","0","0x00000018",,,,,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","261376","168231","2100","0","25","0","0x00000010","0.000062000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","146","1","0",,,,"64","6","262144","168231","2100","106","25","0","0x00000018",,,,,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","113.108.216.233","64","1","0",,,,"64","6","65535","0","0","0","30","0","0x00000002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","156","1","0",,,,"64","6","262144","168231","2206","116","25","0","0x00000018",,,,,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"52","6","20480","2206","168231","1460","25","0","0x00000010","0.043776000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","254","0","0",,,,"53","6","20480","2206","169691","214","25","0","0x00000018",,"1","1674",,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","78","0","0",,,,"52","6","20480","2206","169905","38","25","0","0x00000018",,,,,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","260416","169905","2322","0","25","0","0x00000010","0.000063000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","260416","169943","2322","0","25","0","0x00000010","0.000012000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","413","0","0",,,,"52","6","20480","2322","169943","373","25","0","0x00000018","0.044131000",,,,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","261760","170316","2322","0","25","0","0x00000010","0.000060000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.217","1351","1","0",,,,"64","6","262144","4851","836","1311","21","0","0x00000018",,,,,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.217","64","1","0",,,,"64","6","65535","0","0","0","31","0","0x00000002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","47.246.1.13","188","1","0",,,,"64","6","262144","10550","1997","148","24","0","0x00000018",,,,,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","208","1","0",,,,"64","6","262144","170316","2322","168","25","0","0x00000018",,,,,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"140.143.202.143","10.0.1.7","60","0","0",,,,"36","6","65535","1","0","0","19","0","0x00000012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","140.143.202.143","52","1","0",,,,"64","6","131264","1","1","0","19","0","0x00000010","0.000043000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47.246.1.13","10.0.1.7","841","1","0",,,,"53","6","37376","2145","10550","801","24","0","0x00000010","0.013728000",,,,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47.246.1.13","10.0.1.7","78","1","0",,,,"54","6","37376","2145","11351","38","24","0","0x00000018",,,,,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","47.246.1.13","40","1","0",,,,"64","6","261248","11389","2145","0","24","0","0x00000010","0.000046000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","113.108.216.233","64","1","0",,,,"64","6","65535","0","0","0","32","0","0x00000002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.217","10.0.1.7","52","0","0",,,,"52","6","14600","1","0","0","31","0","0x00000012","0.041587000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.217","40","1","0",,,,"64","6","262144","1","1","0","31","0","0x00000010","0.000078000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.217","557","1","0",,,,"64","6","262144","1","1","517","31","0","0x00000018",,,,"1","1","22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","159.65.251.183","64","1","0",,,,"64","6","65535","0","0","0","33","0","0x00000002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","151","1","0",,,,"64","6","262144","170316","2490","111","25","0","0x00000018",,,,,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"159.65.251.183","10.0.1.7","60","0","0",,,,"48","6","28960","1","0","0","29","0","0x00000012","0.256582000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","159.65.251.183","52","1","0",,,,"64","6","131712","1","1","0","29","0","0x00000010","0.000075000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","159.65.251.183","569","1","0",,,,"64","6","131712","1","1","517","29","0","0x00000018",,,,"1","1","22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","1500","0","0",,,,"52","6","22528","2490","170316","1460","25","0","0x00000010","0.051721000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","639","0","0",,,,"53","6","22528","2490","171776","599","25","0","0x00000018",,"1","2059",,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","260032","172375","2601","0","25","0","0x00000010","0.000072000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.217","10.0.1.7","40","0","0",,,,"52","6","19456","2147","4851","0","21","0","0x00000010","0.081855000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.217","10.0.1.7","40","0","0",,,,"52","6","15744","518","1","0","31","0","0x00000010","0.039434000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.217","10.0.1.7","1500","0","0",,,,"53","6","15744","518","1","1460","31","0","0x00000010",,,,"1","1","22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.217","10.0.1.7","1500","0","0",,,,"53","6","15744","518","1461","1460","31","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.217","40","1","0",,,,"64","6","259200","2921","518","0","31","0","0x00000010","0.000051000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.217","40","1","0",,,,"64","6","262144","2921","518","0","31","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.217","10.0.1.7","1500","0","0",,,,"52","6","15744","518","2921","1460","31","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.217","10.0.1.7","283","0","0",,,,"53","6","15744","518","4381","243","31","0","0x00000018",,"1","4541","1","1","22",,"3356",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.217","40","1","0",,,,"64","6","260416","4624","518","0","31","0","0x00000010","0.000020000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.217","358","1","0",,,,"64","6","262144","4624","518","318","31","0","0x00000018",,,,"1","1","22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","78","0","0",,,,"52","6","22528","2601","172375","38","25","0","0x00000018","0.059071000",,,,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","262080","172413","2601","0","25","0","0x00000010","0.000089000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.37","10.0.1.7","414","0","0",,,,"52","6","22528","2601","172413","374","25","0","0x00000018",,,,,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.37","40","1","0",,,,"64","6","261760","172787","2601","0","25","0","0x00000010","0.000088000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.217","10.0.1.7","282","0","0",,,,"52","6","16768","836","4624","242","31","0","0x00000018","0.042676000",,,"1","1","22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.217","40","1","0",,,,"64","6","261888","4866","836","0","31","0","0x00000010","0.000086000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","180.149.153.68","64","1","0",,,,"64","6","65535","0","0","0","34","0","0x00000002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.217","1312","1","0",,,,"64","6","262144","4866","836","1272","31","0","0x00000018",,,,,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","23.74.229.240","64","1","0",,,,"64","6","65535","0","0","0","35","0","0x00000002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","23.74.229.240","64","1","0",,,,"64","6","65535","0","0","0","36","0","0x00000002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","23.74.229.240","64","1","0",,,,"64","6","65535","0","0","0","37","0","0x00000002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"23.74.229.240","10.0.1.7","60","0","0",,,,"54","6","28960","1","0","0","35","0","0x00000012","0.005854000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","23.74.229.240","52","1","0",,,,"64","6","131712","1","1","0","35","0","0x00000010","0.000085000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","23.74.229.240","569","1","0",,,,"64","6","131712","1","1","517","35","0","0x00000018",,,,"1","1","22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"23.74.229.240","10.0.1.7","60","0","0",,,,"54","6","28960","1","0","0","36","0","0x00000012","0.006936000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"23.74.229.240","10.0.1.7","60","0","0",,,,"54","6","28960","1","0","0","37","0","0x00000012","0.006923000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","23.74.229.240","52","1","0",,,,"64","6","131712","1","1","0","36","0","0x00000010","0.000061000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","23.74.229.240","52","1","0",,,,"64","6","131712","1","1","0","37","0","0x00000010","0.000058000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","23.74.229.240","569","1","0",,,,"64","6","131712","1","1","517","36","0","0x00000018",,,,"1","1","22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","23.74.229.240","569","1","0",,,,"64","6","131712","1","1","517","37","0","0x00000018",,,,"1","1","22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"23.74.229.240","10.0.1.7","52","0","0",,,,"54","6","30080","518","1","0","35","0","0x00000010","0.005053000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"23.74.229.240","10.0.1.7","204","0","0",,,,"54","6","30080","518","1","152","35","0","0x00000018",,,,"1","1","22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","23.74.229.240","52","1","0",,,,"64","6","131584","153","518","0","35","0","0x00000010","0.000045000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","23.74.229.240","103","1","0",,,,"64","6","131584","153","518","51","35","0","0x00000018",,,,"1","1","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","23.74.229.240","530","1","0",,,,"64","6","131584","153","569","478","35","0","0x00000018",,,,,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"23.74.229.240","10.0.1.7","52","0","0",,,,"54","6","30080","518","1","0","36","0","0x00000010","0.008039000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"23.74.229.240","10.0.1.7","204","0","0",,,,"54","6","30080","518","1","152","36","0","0x00000018",,,,"1","1","22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","23.74.229.240","52","1","0",,,,"64","6","131584","153","518","0","36","0","0x00000010","0.000038000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","23.74.229.240","103","1","0",,,,"64","6","131584","153","518","51","36","0","0x00000018",,,,"1","1","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","23.74.229.240","535","1","0",,,,"64","6","131584","153","569","483","36","0","0x00000018",,,,,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"23.74.229.240","10.0.1.7","52","0","0",,,,"54","6","30080","518","1","0","37","0","0x00000010","0.009124000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"23.74.229.240","10.0.1.7","204","0","0",,,,"54","6","30080","518","1","152","37","0","0x00000018",,,,"1","1","22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","23.74.229.240","52","1","0",,,,"64","6","131584","153","518","0","37","0","0x00000010","0.000042000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","23.74.229.240","103","1","0",,,,"64","6","131584","153","518","51","37","0","0x00000018",,,,"1","1","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","23.74.229.240","542","1","0",,,,"64","6","131584","153","569","490","37","0","0x00000018",,,,,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"23.74.229.240","10.0.1.7","52","0","0",,,,"54","6","31104","1047","153","0","35","0","0x00000010","0.009031000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"23.74.229.240","10.0.1.7","1500","0","0",,,,"54","6","31104","1047","153","1448","35","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"23.74.229.240","10.0.1.7","1500","1","0",,,,"55","6","31104","1047","1601","1448","35","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"23.74.229.240","10.0.1.7","1500","1","0",,,,"55","6","31104","1047","3049","1448","35","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"23.74.229.240","10.0.1.7","339","1","0",,,,"55","6","31104","1047","4497","287","35","0","0x00000018",,"1","4631",,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","23.74.229.240","52","1","0",,,,"64","6","129600","3049","1047","0","35","0","0x00000010","0.000050000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","23.74.229.240","52","1","0",,,,"64","6","127872","4784","1047","0","35","0","0x00000010","0.000048000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","23.74.229.240","52","1","0",,,,"64","6","131072","4784","1047","0","35","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"23.74.229.240","10.0.1.7","52","0","0",,,,"54","6","31104","1052","153","0","36","0","0x00000010","0.010995000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"23.74.229.240","10.0.1.7","1500","0","0",,,,"54","6","31104","1052","153","1448","36","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"23.74.229.240","10.0.1.7","52","0","0",,,,"54","6","31104","1059","153","0","37","0","0x00000010","0.010392000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"23.74.229.240","10.0.1.7","1500","0","0",,,,"54","6","31104","1059","153","1448","37","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"23.74.229.240","10.0.1.7","1500","0","0",,,,"54","6","31104","1059","1601","1448","37","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"23.74.229.240","10.0.1.7","659","0","0",,,,"54","6","31104","1052","1601","607","36","0","0x00000018",,"1","2055",,"1","23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.217","10.0.1.7","1500","0","0",,,,"52","6","19456","2147","4851","1460","21","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.217","10.0.1.7","1500","0","0",,,,"53","6","19456","2147","6311","1460","21","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.217","10.0.1.7","1500","0","0",,,,"53","6","19456","2147","7771","1460","21","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","23.74.229.240","52","1","0",,,,"64","6","128704","3049","1059","0","37","0","0x00000010","0.000035000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.217","40","1","0",,,,"64","6","259200","7771","2147","0","21","0","0x00000010","0.000055000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","23.74.229.240","52","1","0",,,,"64","6","129536","2208","1052","0","36","0","0x00000010","0.000057000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36.51.254.217","10.0.1.7","1500","0","0",,,,"53","6","19456","2147","9231","1460","21","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.217","40","1","0",,,,"64","6","256256","10691","2147","0","21","0","0x00000010","0.000019000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10.0.1.7","36.51.254.217","40","1","0",,,,"64","6","262144","10691","2147","0","21","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"23.74.229.240","10.0.1.7","1500","0","0",,,,"54","6","31104","1059","3049","1448","37","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"23.74.229.240","10.0.1.7","1500","1","0",,,,"55","6","31104","1059","4497","1448","37","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"23.74.229.240","10.0.1.7","1500","1","0",,,,"55","6","31104","1059","5945","1448","37","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"23.74.229.240","10.0.1.7","1500","1","0",,,,"55","6","31104","1059","7393","1448","37","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"23.74.229.240","10.0.1.7","1500","1","0",,,,"55","6","31104","1059","8841","1448","37","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"23.74.229.240","10.0.1.7","1500","1","0",,,,"55","6","31104","1059","10289","1448","37","0","0x00000010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
